customer_id,customer_name,account_type,transaction_amount,transaction_type,city
4590,Jason Vincent DVM,Savings,44790.522000000004,Credit,Lake Jadeview
4591,Ashley Mcknight,Current,39356.7195,Debit,Angelamouth
4592,Renee Bishop,Current,46137.1365,Credit,Port Tracy
4593,David Ramirez,Savings,38619.545999999995,Debit,East Haleychester
4594,Patricia Lyons,Savings,38925.516,Debit,West Stephaniefort
4595,Sarah Snyder,Savings,18628.4805,Credit,East Regina
4596,Rachel Johnson,Savings,46859.599500000004,Debit,Bradyland
4597,Lisa Steele,Current,1918.287,Credit,Roberttown
4598,Randy Kirk,Current,50847.678,Credit,East Jason
4599,Rebecca Steele,Current,24617.3865,Credit,East Erika
4600,John Anderson,Savings,11795.742000000002,Credit,Katelynberg
4601,Tracy Butler,Current,49988.462999999996,Debit,Vancetown
4602,Andrew Sutton,Current,9833.2395,Debit,West Richard
4603,Kelsey Nguyen,Current,15609.069000000001,Debit,West Jason
4604,Patricia Webb,Savings,14036.6415,Credit,Frenchhaven
4605,Jonathan Martinez,Savings,20957.915999999997,Debit,East Tara
4606,James Bailey,Current,26395.509000000002,Credit,Robbinshaven
4607,Melinda Huber,Savings,52308.3435,Debit,New Lori
4608,Benjamin Lopez,Current,17219.559,Credit,New Mitchell
4609,Joshua Turner,Savings,27655.320000000003,Debit,East David
4610,Haley Haynes,Savings,44876.07600000001,Debit,Gonzalezborough
4611,Brady Berry,Savings,38616.28050000001,Debit,South James
4612,Austin Morgan,Current,27943.398,Credit,Williamfurt
4613,Matthew Gardner,Savings,21354.921000000002,Debit,Bethanyberg
4614,Brent Edwards,Current,10517.335500000001,Credit,West Rachel
4615,Peter Simpson,Current,4045.65,Credit,East Kellibury
4616,Angel Turner,Current,15582.903000000002,Debit,New Brianshire
4617,Sean Chavez,Current,6392.2635,Credit,Brewerborough
4618,Alexandra Graves,Current,43989.7185,Debit,North Lori
4619,Amanda Williams,Current,28250.071500000002,Credit,Port Ashley
4620,Alicia Kelly,Savings,39307.422,Credit,East Julia
4621,Melissa Wright,Savings,11488.638,Debit,Hubbardshire
4622,Cody Sheppard,Current,51066.33,Credit,South Erica
4623,Jenna Travis,Savings,41948.9175,Debit,South Amandamouth
4624,Eric Wagner,Savings,843.2235000000001,Debit,Romeroview
4625,Steven Walker,Current,23149.696500000002,Debit,Andrewhaven
4626,Justin Mcgee,Savings,46966.5945,Credit,West William
4627,Amy Johnson,Savings,24251.493000000002,Credit,West Amy
4628,Mr. Kevin Murphy,Savings,2707.4775000000004,Credit,West Connieview
4629,Matthew Harmon,Savings,14791.371000000001,Debit,South Julieshire
4630,Michelle Hernandez,Savings,18025.2555,Credit,West Troy
4631,Jose Ramirez,Current,20107.458,Credit,Tarachester
4632,Shannon Miller,Current,36421.875,Credit,East Christopher
4633,Thomas Morgan,Savings,8700.783,Credit,North Martinside
4634,Erica Sampson,Savings,30527.143500000002,Credit,West Danielle
4635,Ashley Ellis,Current,46826.8395,Debit,Ashleyberg
4636,Melinda Collins,Current,15606.234,Credit,Angelamouth
4637,Russell Burnett,Savings,50597.547,Debit,Melissaton
4638,Danielle Baxter,Current,25450.908,Debit,Atkinsonside
4639,Candice Mills,Savings,42451.794,Credit,Mauricestad
4640,James French,Savings,34986.042,Debit,Lake Judy
4641,Paul Lin,Current,35336.931000000004,Credit,Julieland
4642,Sarah Long,Current,8722.707,Credit,Matthewhaven
4643,Julie Rose,Savings,15493.065,Credit,Brownbury
4644,Jonathan Williams,Savings,48159.342000000004,Credit,Nguyenton
4645,Elizabeth Baker,Current,21171.9165,Debit,Matthewtown
4646,Thomas Navarro,Savings,18148.788,Debit,East Kenneth
4647,Jennifer Grant,Savings,47873.364,Debit,South Michelle
4648,Kim Scott,Current,11506.614000000001,Credit,East Kelly
4649,Mrs. Tracy Reed,Current,52456.393500000006,Debit,Lake Lauriechester
4650,Lori Scott,Savings,37047.507,Credit,West Jennifer
4651,Thomas Reynolds,Savings,20209.161,Debit,New Williamborough
4652,Eric Potter,Current,31637.109000000004,Credit,Larsonmouth
4653,David Lyons,Savings,13185.2805,Debit,Mathisview
4654,Scott Clarke,Current,3859.317,Credit,Theresatown
4655,Lori Williams,Current,14358.225,Debit,New Aliciaton
4656,Bethany Jones,Savings,11981.529,Debit,Port Cynthia
4657,Jaclyn Miles,Savings,43242.906,Debit,West Richard
4658,Robert Robinson,Current,43716.981,Debit,Jenniferburgh
4659,James Terry,Savings,19220.985,Debit,Millerborough
4660,Joshua Vazquez,Current,11588.4405,Debit,Erinshire
4661,Dominique Allen,Savings,6607.471500000001,Debit,Floresstad
4662,Daniel Mills,Current,32505.9735,Debit,Lucasbury
4663,Randall Francis,Savings,26051.634000000002,Credit,Jenkinsbury
4664,Tina Clarke,Current,5241.978,Debit,Santiagomouth
4665,Daniel Collins,Savings,16264.521,Debit,New Loriton
4666,Robert Lin,Savings,48768.2475,Debit,Zacharytown
4667,Jamie Walton,Savings,43488.4695,Debit,Port Matthewmouth
4668,Jorge Chen,Savings,5605.236,Debit,West Mary
4669,Amber Hester,Savings,15726.102,Debit,Veronicamouth
4670,Linda Greer,Current,5003.880000000001,Debit,Novakbury
4671,Jessica Hall,Savings,20881.454999999998,Credit,New Michele
4672,Derek Dennis,Current,52222.495500000005,Credit,Campbellland
4673,Emily Rocha,Savings,35916.132,Credit,Saraland
4674,Brian Williams,Current,38368.8375,Debit,Jacksonmouth
4675,Jeff Davidson,Savings,34071.4185,Credit,Davisland
4676,Brenda Bentley,Current,13476.088500000002,Credit,South Kathrynfort
4677,Andre Scott,Savings,9433.2,Debit,North Leslie
4678,Laura Stephens,Current,34004.439,Debit,Bryanmouth
4679,Laura Davis,Savings,29040.795000000002,Credit,New Johnstad
4680,Shane Roman,Savings,22285.7775,Credit,Tracybury
4681,Amy Jackson,Savings,10894.821000000002,Debit,Andersonstad
4682,Katherine Johnson,Current,6958.2975,Credit,Perezberg
4683,James Marshall,Current,16725.555,Credit,Williamburgh
4684,Nicholas Perkins,Savings,31673.5335,Credit,North Heidistad
4685,Natalie Fischer,Savings,40761.1575,Debit,New James
4686,Leroy Johnson,Current,16539.2955,Debit,Tonyfort
4687,Ethan Long,Savings,21634.011000000002,Debit,New Tonyaborough
4688,Mr. Andrew Hood MD,Savings,11939.088,Credit,Hartstad
4689,Michael Mueller,Savings,39853.106999999996,Debit,East Ryan
4690,Lisa Miller,Savings,10061.6145,Credit,Morrisonfurt
4691,Jon Norton,Current,38589.831000000006,Debit,Glasston
4692,Michael Crawford,Current,7865.308500000001,Credit,Hayesville
4693,Cody Lucas,Savings,49950.663,Debit,Lake Alejandro
4694,Aaron Hansen,Savings,22698.459000000003,Credit,New Lisa
4695,Frank Garcia,Current,47261.1405,Credit,Patriciachester
4696,Micheal Thornton,Current,41042.4315,Debit,Port Ryan
4697,Amber Cunningham,Savings,7112.5425000000005,Debit,Jamesbury
4698,Mitchell Armstrong,Savings,22845.0495,Debit,East Toddshire
4699,Brian Sullivan,Savings,50215.1895,Debit,Delgadotown
4700,Caitlin Russell,Current,23876.936999999998,Debit,Lake Joystad
4701,Pamela Malone,Savings,49938.5565,Debit,Wrightmouth
4702,Michael Ferguson,Current,3040.1385,Credit,Paulabury
4703,Jennifer Price,Savings,44640.3195,Debit,Seanmouth
4704,Logan Lawrence,Current,30196.771500000003,Debit,Maddoxside
4705,Tiffany Jackson,Savings,31618.188000000002,Debit,Hallberg
4706,Suzanne Sims,Savings,4507.3665,Debit,East Melanie
4707,Susan Bates,Savings,273.0105,Credit,Michaelland
4708,Misty Thomas,Current,42419.139,Debit,Port Thomas
4709,Nathan Howell,Savings,38187.6705,Credit,Greenhaven
4710,David Davis,Savings,17033.9715,Debit,North Jasminebury
4711,Allison Caldwell,Current,32102.9205,Debit,Mcgeeview
4712,Justin Brown,Savings,21513.912,Debit,Reynoldsfurt
4713,Shelly Mora,Savings,51689.778000000006,Debit,West Timothy
4714,Reginald Tate,Current,24851.547,Credit,Lesliestad
4715,Krista Johnson,Savings,32558.421000000002,Debit,North Martinberg
4716,Andrew Peterson,Current,33008.493,Credit,Jerryfort
4717,Vanessa Stevenson,Current,32069.803499999998,Credit,Johnsonhaven
4718,Jamie Ward,Savings,31063.6725,Debit,North Annefurt
4719,Dr. Stephanie Callahan,Current,20828.0205,Credit,West Justin
4720,Christine Henderson,Savings,45247.923,Credit,Brianchester
4721,Jennifer Cline MD,Current,4239.4800000000005,Credit,Greenstad
4722,Donald Robbins,Savings,19781.076,Credit,Martinezmouth
4723,Catherine Baker,Savings,23893.6635,Credit,Kristiport
4724,Samantha Smith,Current,12462.7965,Debit,Amyhaven
4725,Anthony Pittman,Savings,871.0275,Credit,Suzannestad
4726,Elijah Herring,Savings,51837.05100000001,Debit,Chelseastad
4727,Angel Wiggins,Current,15610.654500000002,Debit,West Meganville
4728,Amanda Greene,Current,51401.616,Debit,New Chadmouth
4729,Julia Knight,Current,7319.130000000001,Debit,New Corey
4730,Mary Payne,Savings,41733.846,Credit,Bellside
4731,Robin Potts,Savings,25227.814500000004,Debit,Sullivanchester
4732,Margaret Coleman,Savings,12272.021999999999,Debit,Kingland
4733,Ruben Gonzalez,Current,22848.168,Debit,Jeffreyhaven
4734,Jennifer Kelly,Savings,5563.9395,Debit,East Brian
4735,Mario Lee,Current,9050.1075,Debit,Cynthialand
4736,Colin Jenkins,Savings,1558.1895000000002,Credit,West Jamesberg
4737,Jerry Martin,Savings,15462.972,Debit,West Christopherbury
4738,Sandra Escobar,Savings,3406.704,Debit,Porterchester
4739,Felicia Krause,Current,2536.6530000000002,Credit,East Megan
4740,Michelle Nash,Current,8417.892,Credit,Port Haileyside
4741,Brandon Fuller,Current,17372.8065,Credit,Beardshire
4742,Craig Lewis,Savings,12492.164999999999,Credit,Mckinneystad
4743,Brooke Bennett,Savings,2383.605,Credit,Sarahshire
4744,Monique Richards,Current,43410.160500000005,Debit,Bernardtown
4745,Amanda Stewart,Savings,44743.5345,Debit,West Sarafurt
4746,Angel Foster,Current,49527.996,Credit,East Alyssamouth
4747,Felicia Jones,Savings,14422.264500000001,Credit,New Claudia
4748,Ryan Williams,Savings,2362.395,Credit,Williamsberg
4749,Craig English,Current,50580.5685,Credit,West Brianside
4750,Adrian Summers,Current,6172.446000000001,Credit,Wesleyview
4751,Dawn Flores,Current,7591.2375,Debit,Jeffmouth
4752,Catherine Thompson,Savings,48280.8585,Credit,New Allisonburgh
4753,Anthony Nguyen,Savings,4344.9315,Debit,Johnsonmouth
4754,Jessica Gardner,Current,44558.2935,Debit,Cantrellhaven
4755,Lawrence Torres,Current,23189.88,Debit,Port Stephanieshire
4756,Stephen Chambers,Savings,31274.071500000002,Debit,Natashaland
4757,Emma Hudson,Savings,36051.61350000001,Credit,Smithtown
4758,Yolanda Gonzalez,Savings,6927.133500000001,Credit,Roweburgh
4759,David Hamilton,Current,32767.665,Credit,South Chad
4760,Rhonda Moore,Savings,36402.975,Debit,North Jasonfurt
4761,Kimberly Lee,Savings,19765.9455,Credit,Baldwinshire
4762,Andrew Figueroa,Current,25604.8905,Debit,Michelleside
4763,William Wheeler,Savings,32356.0335,Debit,Roberttown
4764,Steve Cummings,Savings,35094.3705,Credit,Mariaburgh
4765,Joy Saunders,Savings,47246.8185,Credit,East Garrettfort
4766,Heather Powers,Current,26595.124499999998,Credit,New Jimmy
4767,Casey English,Savings,6419.5635,Credit,West Robert
4768,Jennifer Scott,Savings,39716.1345,Debit,Jakeland
4769,Carrie Owens,Savings,19198.305,Debit,New Christina
4770,Hailey Robinson,Current,22747.935,Debit,East Amberland
4771,Mary Jackson,Savings,50535.303,Credit,West Courtneybury
4772,Joshua Kelly,Savings,32020.4745,Debit,Sherriberg
4773,Faith Cline,Current,22697.493000000002,Debit,Port Alicia
4774,David Reed,Savings,37373.553,Debit,Ashleyberg
4775,Mrs. Tamara Williams,Current,12931.0125,Credit,New Christopher
4776,Scott Case MD,Savings,43804.876500000006,Credit,New Steventon
4777,Micheal Drake,Current,28397.565,Credit,Matthewshire
4778,Steven Flowers,Current,6363.945,Debit,Smithville
4779,Christopher Alvarez,Savings,12000.492000000002,Debit,Williamfort
4780,Nicholas Tucker,Current,48095.103,Credit,West Michaelstad
4781,Donna Carter,Savings,38584.465500000006,Credit,Reedborough
4782,Derek Mitchell,Savings,44050.5345,Debit,Jamesmouth
4783,Bethany Drake,Savings,11399.934000000001,Credit,Pennyshire
4784,Joshua Diaz,Savings,39101.14950000001,Credit,Millerchester
4785,Deborah Parker,Current,24357.06,Credit,North Lindseymouth
4786,Kimberly Mcdaniel,Savings,9498.72,Debit,Lake Alexis
4787,James Tyler,Current,711.753,Credit,Karenshire
4788,Daniel Ballard,Current,45045.609000000004,Credit,Lake Lisachester
4789,Gail Joseph,Savings,1777.3665,Debit,Michaelborough
4790,Jordan Hurst,Current,39948.342000000004,Debit,Coxshire
4791,Theodore Mann,Current,31055.1675,Credit,Suttonstad
4792,Karen Stafford,Savings,49483.171500000004,Debit,Port Julie
4793,Vernon Harris,Savings,36426.998999999996,Debit,Cobbmouth
4794,Steven Green,Savings,44485.213500000005,Debit,West Kevinland
4795,Daniel Ware,Current,40876.8255,Debit,Smithport
4796,Arthur Nichols,Savings,44398.2315,Credit,New Michaelmouth
4797,David Ryan,Current,28000.917,Debit,West Michaelstad
4798,Heather Stevens,Current,39733.092000000004,Credit,Port Noahshire
4799,Jacob Stanley,Savings,21120.0675,Credit,Ramireztown
4800,Jessica Huff,Current,38647.633499999996,Debit,North Meganborough
4801,John Johnson Jr.,Savings,8190.0105,Credit,Myerston
4802,Robert Cummings,Savings,31046.274,Credit,West Alexander
4803,Robert Phillips,Savings,16234.701000000001,Credit,Lewischester
4804,Valerie Larson,Savings,26214.5205,Credit,Johnmouth
4805,Hannah Williams,Current,46617.83700000001,Credit,North Nicholas
4806,Scott Walker,Savings,19646.046000000002,Credit,Port Eddie
4807,Katelyn Poole,Savings,34802.743500000004,Debit,East Jeffery
4808,Susan Mccann,Savings,21750.1305,Debit,Cochranmouth
4809,Matthew Campbell,Savings,35451.170999999995,Debit,Frenchhaven
4810,Michael Brown,Current,2314.599,Debit,Angelafurt
4811,Kevin Graham,Savings,36303.897000000004,Credit,East Kaitlyn
4812,Blake Taylor,Current,20054.8005,Credit,Craigburgh
4813,Courtney Graham,Savings,46201.3545,Debit,Stewartmouth
4814,Billy Lowe,Savings,15661.495499999999,Credit,Davidton
4815,Katrina Lopez,Current,25285.921500000004,Debit,East Eduardohaven
4816,Luke Cunningham,Savings,42111.216,Credit,North Roger
4817,Miss Brianna Webb PhD,Current,38883.5685,Credit,Danieltown
4818,Jenny Lopez,Current,20371.3125,Credit,West Aprilberg
4819,James Gonzalez,Current,40430.743500000004,Debit,West Wayneland
4820,Daniel Ramos,Current,18957.183,Credit,Matthewborough
4821,Carrie Dudley,Savings,1358.742,Credit,Lake Savannahmouth
4822,Wesley Meza,Current,4409.013000000001,Credit,Port Kariberg
4823,Kathy Walters,Savings,7601.0865,Debit,Turnerton
4824,Miss Shelby Rowe,Savings,25525.269,Debit,Lake Edwardtown
4825,Roy Robbins,Savings,16534.539,Debit,Catherinefurt
4826,Jeremy Hall,Current,177.156,Debit,New Allisonport
4827,Katelyn Lee,Savings,23840.4705,Credit,Medinachester
4828,David Crawford,Current,50158.972499999996,Credit,Williamsville
4829,Michael Huber,Savings,18982.960499999997,Debit,Johnsonport
4830,Maria Walker,Savings,32488.375500000002,Credit,Samanthahaven
4831,Gabriel Nunez,Savings,27178.714500000002,Credit,Mcleanville
4832,Peggy Saunders,Current,23489.676,Credit,Rogersview
4833,Jennifer Wright,Current,17886.928499999998,Credit,Bradleymouth
4834,Rachel Marsh,Current,13529.701500000001,Debit,Mccallfort
4835,Vanessa Morgan,Current,33518.73,Debit,Jamieland
4836,Mario Kim,Current,6149.304,Debit,Port Adamstad
4837,Douglas Young,Savings,52086.0585,Credit,Schwartzside
4838,Catherine Mcbride,Savings,24082.915500000003,Debit,Gardnerburgh
4839,Joan Baker,Savings,7972.0830000000005,Debit,East Susan
4840,Benjamin Miller,Current,24414.347999999998,Credit,Cainberg
4841,Paula Burns,Current,18947.7435,Debit,Fullerport
4842,William Munoz,Savings,1909.9185000000002,Debit,Rivasville
4843,Ryan Bowen,Savings,36100.9845,Debit,Tiffanyburgh
4844,Russell Pierce,Current,46256.6475,Debit,Port Emma
4845,Jean Martin,Current,52019.457,Debit,Port Philipton
4846,Debra Martin,Current,34018.824,Credit,Andrewtown
4847,Jason Hill,Current,33759.3585,Debit,Robinsonbury
4848,Brittany Cortez,Savings,5027.4315,Debit,Hallchester
4849,Amanda Lambert,Savings,5336.7825,Credit,Shannonside
4850,Brenda Hoffman,Savings,16294.677,Credit,South Janiceton
4851,Carmen Perry,Savings,50207.556000000004,Debit,South Rose
4852,Benjamin Foley,Savings,48654.0705,Credit,Lake Stephaniestad
4853,Scott Anderson,Current,40322.1315,Credit,Port Michaelmouth
4854,Angela Nelson,Savings,41132.857500000006,Credit,Wardchester
4855,Sarah Odom,Savings,13024.914,Credit,Katherinemouth
4856,Brad Gonzalez,Current,33720.036,Credit,South Jenniferfort
4857,Mrs. Sarah Anderson,Savings,4429.362,Debit,East Shaneview
4858,Miss Karen Harper,Savings,47152.56,Debit,North Christopherfurt
4859,Michael Vazquez,Savings,36540.69300000001,Debit,West Brianland
4860,Rachel Kane,Current,29913.796500000004,Credit,Jasonfort
4861,Mrs. Valerie Nunez,Savings,14781.123000000001,Debit,Lake Abigail
4862,Antonio Martinez,Current,34496.259000000005,Credit,Port Davidmouth
4863,Jennifer Williams,Current,10465.1505,Debit,Lake Nicole
4864,Joshua Key,Savings,27992.370000000003,Credit,East Justin
4865,Kim Jordan,Savings,16291.621500000001,Debit,West Carolynstad
4866,Alejandra West,Current,23733.7065,Debit,Mccoyview
4867,Tyler Miles,Savings,43996.6275,Debit,New Allisonland
4868,Christina Townsend,Savings,22723.092,Debit,Ramirezbury
4869,Mr. Henry Wyatt,Current,5560.4745,Debit,Port Melissatown
4870,Edwin Buchanan,Savings,28170.513000000003,Debit,Edwardville
4871,Brian Lamb,Current,11475.513,Credit,South Kayla
4872,Jessica Johnson,Current,4404.939,Credit,Jacksonhaven
4873,Maria Taylor,Savings,14841.424500000001,Credit,North Paigeview
4874,Kathy Rodriguez,Current,15113.595000000001,Debit,West Leonardstad
4875,Gordon Wallace,Savings,314.1915,Debit,New Edward
4876,Benjamin Williams,Current,26191.326,Credit,Matthewberg
4877,Melissa Mccarty,Savings,35837.697,Debit,New Jacquelineberg
4878,Samuel Martin,Savings,3709.314,Debit,East Emilyside
4879,Eric Blevins DDS,Current,41393.835,Debit,South Josephville
4880,Rickey Pruitt,Savings,16296.0,Credit,South Catherinemouth
4881,Kevin Smith,Savings,25452.682500000003,Debit,Watersshire
4882,Kelly Burns,Savings,4784.860500000001,Credit,Sampsonfurt
4883,Dalton Griffin,Savings,45914.883,Debit,Lake Lauramouth
4884,Jill Williams,Current,5712.42,Debit,Wesleyshire
4885,Kristen Thompson,Savings,18524.7405,Debit,Michaelview
4886,Stephanie Moyer,Savings,46788.882,Debit,Port Lauraside
4887,Michael Nichols,Current,1470.2730000000001,Debit,South David
4888,Kelsey Ramos,Current,11823.462000000001,Credit,Dickersontown
4889,Megan Vaughan,Current,11770.773000000001,Debit,Taylorborough
4890,Kelly Jackson,Current,14188.156500000001,Debit,Soniashire
4891,Dustin Fisher,Current,51860.844000000005,Debit,Amyview
4892,Kristen Harrington,Savings,33344.829,Debit,Karenshire
4893,Kelly Baldwin,Current,4687.1055,Debit,South Dennis
4894,Sean Henry,Current,33610.899000000005,Debit,Billyfurt
4895,Gregory Flowers,Current,36293.7015,Debit,North Annefurt
4896,Erica Haas,Savings,38690.526000000005,Credit,Port Michaelside
4897,Tommy Carr,Savings,2987.712,Debit,Josephmouth
4898,Megan Goodman,Savings,46783.0335,Debit,Kennethfort
4899,Monica Swanson,Current,42395.493,Debit,Jeffreybury
4900,Donald Marshall,Savings,43189.5555,Credit,Kennedymouth
4901,Benjamin Myers,Current,35982.702,Credit,West Sarah
4902,Kelly Wright,Current,43373.3055,Credit,Hernandezfurt
4903,Amanda Hurst,Current,51712.1955,Credit,East Kevinborough
4904,Daniel Gonzalez,Current,21340.210499999997,Credit,Aliciaport
4905,Bryan Green,Current,17096.0475,Debit,Moorefort
4906,Michael Williams,Current,30204.2475,Debit,East James
4907,Charles Black,Savings,11051.418,Credit,Lake Nathanhaven
4908,Katherine Carson,Savings,19876.6155,Debit,Dianaville
4909,Bobby Williams,Savings,29771.196,Credit,Steventon
4910,Dr. Jessica Martin,Current,597.6179999999999,Debit,South Jayhaven
4911,Jamie Pollard,Current,8642.8965,Credit,Westhaven
4912,Barbara Holden,Savings,45928.428,Debit,Debraport
4913,James Banks,Current,43597.113,Debit,West Craig
4914,John Hamilton,Current,51133.488,Credit,New Amanda
4915,Kathleen White,Current,23144.215500000002,Credit,Lake Janiceton
4916,Jason Hinton DDS,Savings,32758.1205,Credit,Cassandraport
4917,Melissa Lopez,Savings,17574.700500000003,Debit,Lake Stephenberg
4918,Ashley White,Current,3921.3405000000002,Debit,Grossshire
4919,Brandon Russell,Savings,25053.451500000003,Credit,North Kevinbury
4920,Matthew Adams,Savings,13414.138500000001,Debit,Ariaston
4921,Amy Lopez,Current,42454.7655,Credit,Lake Kevinborough
4922,Tracy Weaver,Current,9969.3825,Credit,North Johntown
4923,Christopher Scott,Savings,6145.545,Debit,North Dakota
4924,Jacqueline Lopez,Savings,45890.3865,Debit,Greenborough
4925,Shannon Wade,Savings,6050.688000000001,Debit,Stewartchester
4926,Diana Martinez,Savings,41682.7845,Debit,Burnsside
4927,Daniel Phillips,Current,22698.165,Credit,Robbinsbury
4928,Joshua Glover,Savings,29179.3845,Debit,East Timothyside
4929,Sheila Brooks,Current,14216.254500000001,Credit,Port Patriciaside
4930,Dan Daniels PhD,Savings,16404.318,Credit,Butlerstad
4931,Lisa Johnson,Savings,9099.741,Credit,Lake Sandraland
4932,William Rogers,Savings,25621.638000000003,Debit,New Andrea
4933,Anthony Robinson,Current,21900.7635,Credit,Bradleybury
4934,Joseph Franco,Current,33260.136,Credit,Littlechester
4935,Stacie Richardson,Savings,18482.1105,Debit,South Jeffrey
4936,Jill Long,Current,23595.6105,Debit,West Daniellestad
4937,Joshua Perez,Current,39455.3985,Credit,Andersonview
4938,Randall Taylor,Savings,40036.5315,Credit,Port Thomas
4939,Anthony Miller,Savings,16347.618,Credit,Williamsmouth
4940,Katrina Rice,Savings,47784.282,Credit,Leeton
4941,Melissa Hood,Savings,28424.088000000003,Debit,East Courtney
4942,Miss Jillian Wilkins,Savings,26637.492000000002,Credit,South Marcus
4943,Cameron Wise,Savings,8902.8555,Credit,Rebeccamouth
4944,Jennifer Thomas,Current,29808.534000000003,Credit,East Angelachester
4945,Crystal Diaz,Current,13071.5025,Credit,New Darrell
4946,Mrs. Stephanie Allen,Savings,18821.0295,Credit,East Madelinehaven
4947,Kristin Marsh,Savings,9144.660000000002,Credit,Hoffmanbury
4948,Tamara White,Current,31564.858500000002,Debit,Edwinshire
4949,Ian Anderson,Savings,4306.0815,Credit,Christineport
4950,Kimberly Vasquez,Savings,2500.3545,Credit,North Ralphshire
4951,David Potter,Savings,34409.2035,Debit,Ryanside
4952,Jeremy Brown,Savings,25612.566,Credit,Adamsview
4953,John Byrd,Savings,9494.6985,Debit,Port Angela
4954,Joseph Rogers,Current,20415.507,Credit,Paulland
4955,Kayla Villanueva,Current,50321.0925,Credit,East Johnfort
4956,Michael Murphy Jr.,Savings,28954.086,Credit,New Tonya
4957,Mr. Kenneth Stevens PhD,Current,33819.6915,Debit,Port Katie
4958,Andrew Yu,Savings,1182.7830000000001,Credit,Craigbury
4959,Sarah Gomez,Current,25624.284000000003,Debit,Port Sandrastad
4960,Jessica Montgomery,Savings,41109.831000000006,Debit,North William
4961,Connie Allen,Current,9936.1815,Debit,South Abigailville
4962,Joshua Turner,Savings,46406.5455,Credit,Rodriguezfurt
4963,Nancy Zhang,Current,46659.6585,Debit,Ashleystad
4964,Nancy Randall,Current,34073.2455,Credit,Guzmanville
4965,Donald Singh,Current,43962.7125,Debit,West Richard
4966,Craig Jacobson,Current,6244.56,Debit,Harveyville
4967,Michelle Thomas,Savings,3329.067,Debit,New Andrew
4968,Douglas Delgado,Savings,46039.0455,Debit,Thompsonberg
4969,Jonathan Brown,Savings,43582.917,Credit,Charlesbury
4970,David Johnson,Current,147.483,Credit,West Pamelaport
4971,Christian Price,Current,10303.3245,Credit,Cynthiaburgh
4972,Jose Leonard,Savings,15357.489000000001,Credit,Port Tylermouth
4973,Mark Mcfarland,Savings,28138.236,Credit,Martineztown
4974,Darren Cross,Savings,51649.227,Debit,New Tammyburgh
4975,Cynthia Johnson,Savings,26060.391,Credit,New Emilybury
4976,Valerie Henry,Current,34605.816,Credit,North Michael
4977,Kimberly Bryant,Savings,20052.732,Debit,Whitneyville
4978,Leonard Mcclain,Current,30523.647,Credit,Port Jean
4979,Cynthia Drake,Current,38067.298500000004,Debit,Alvaradobury
4980,James Gonzalez,Current,2987.7855000000004,Debit,Kimview
4981,Donald Coleman,Current,23085.783,Credit,East Charles
4982,Laurie Carroll,Savings,10042.2735,Debit,Andrewtown
4983,Jodi Johnson,Current,17468.304,Credit,Port Abigailstad
4984,Susan Holt,Savings,9515.929500000002,Debit,West Tabitha
4985,Rebecca Rodgers,Savings,1989.4455,Debit,Port Keith
4986,Julia Ward,Savings,5284.8915,Debit,Lake Nicholas
4987,Micheal Miller,Savings,42326.224500000004,Debit,South Craig
4988,Erica Lee,Current,4778.1825,Credit,Williamsfurt
4989,Christopher Campbell,Current,9845.944500000001,Credit,Elizabethstad
4990,David Simon,Current,34521.0285,Debit,East Andrea
4991,Carla Kim,Savings,41374.62,Debit,West Shawn
4992,Madison Pacheco,Current,28968.702,Credit,Andrewborough
4993,Jessica Wood,Current,21766.836,Credit,New Lauren
4994,Angela Brennan,Savings,42922.53,Credit,Kramerland
4995,Laurie Nolan,Savings,49579.404,Debit,Lake Edwardhaven
4996,Elizabeth Acevedo,Savings,14054.8485,Credit,Hughesland
4997,Shawn Moreno,Current,23380.56,Debit,Amyport
4998,David Friedman,Savings,2509.2690000000002,Debit,Thomashaven
4999,Robert Medina,Savings,33154.8945,Debit,East Savannahton
5000,Joshua Cunningham,Current,7551.883500000001,Debit,Amytown
5001,Raymond Medina,Savings,47869.143000000004,Credit,Michaelbury
5002,Christopher Chen,Current,49522.578,Debit,West Amy
5003,Kimberly Duffy,Current,2053.905,Debit,Greenmouth
5004,Emily Kim,Current,12822.2955,Debit,Port Nancy
5005,Alexa Fisher,Current,39765.18,Credit,Joneschester
5006,Danielle Young,Current,47169.12900000001,Credit,South Kayla
5007,Charles Hansen,Savings,28276.0695,Debit,West Andre
5008,Kelly Blake,Current,15888.6,Credit,Reynoldschester
5009,Gregory Moses,Savings,5636.4525,Debit,Adamsbury
5010,Julie Peters,Current,34900.47750000001,Debit,New Kaitlinhaven
5011,Michele Morales,Current,26340.6885,Credit,East Troyburgh
5012,James Flores,Savings,28237.3455,Debit,Changton
5013,Brian Smith,Current,8174.754,Debit,Myerstown
5014,Nathan Marks,Current,12597.9105,Debit,Rogerston
5015,Brian Riggs,Savings,8286.5265,Debit,Lake Samuelbury
5016,Ashlee Vargas,Savings,6590.136,Credit,Thomasmouth
5017,David Graham,Savings,46371.769499999995,Debit,South Wesleyburgh
5018,Ellen Davis,Current,50368.24800000001,Credit,South Andrewville
5019,Kurt Hall,Current,4742.8395,Debit,Riosstad
5020,Paula Campos,Current,34731.333,Credit,Laurachester
5021,Kathryn Davis,Savings,25113.9735,Credit,New Annaberg
